Uuid,Same as mappings,Void/Retire,Fully specified name:en,Fully specified name:km,Short name:en,Short name:km,Description:en,Description:km,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:1250
24cf79fa-ce60-4947-9763-2ff82d840a3b,,,Cambodia_Rales,Cambodia_Rales,rales,សំលេងRales,,,Misc,N/A,,,,,,,,,,,
18df3541-3e0f-4a0b-b8c6-52527753c393,,,Cambodia_Ronchi,Cambodia_Ronchi,ronchi,សំលេងRonchi,,,Misc,N/A,,,,,,,,,,,
20b181c3-fa37-4191-80ec-8145b4f1f3a7,,,Cambodia_Chest and Lungs Exam Details,Cambodia_Chest and Lungs Exam Details,Chest/Lung Details,លម្អិតទ្រូងនិង​សួត,,,Question,Text,,,,,,,,,,,
f2fa58a1-f072-4bd2-825a-bd2cbcd412e2,,,Cambodia_Chest and Lungs Exam Abnormalities,Cambodia_Chest and Lungs Exam Abnormalities,Chest/Lung Signs,សញ្ញាទ្រូងនិង​សួត,,,Question,Coded,,Cambodia_Normal; Cambodia_Chest Asymmetrical; Cambodia_Chest Indrawing; Cambodia_Nasal Flaring; Cambodia_Stridor; Cambodia_Grunting; Cambodia_Weeze; Cambodia_Rales; Cambodia_Ronchi; ,,,,,,,,,
ebe8da8c-a3e6-459f-8fbc-2693fa9cf148,,TRUE,Cambodia_Cardiovascular Exam,Cambodia_Cardiovascular Exam,Cardiovascular Exam,សរសៃរឈាមបេះដូង,,,Question,Coded,,Cambodia_Normal; Cambodia_Abnormal; ,,,,,,,,,
a32d6371-59b0-4d48-8adb-1e65342a56a1,,,Cambodia_Regular Rate and Rhythm,Cambodia_Regular Rate and Rhythm,RRR,ចង្វាក់ ចំនួន  ភាពទៀងទាត់,,,Question,Boolean,,,,,,,,,,,
c817d5f1-ef0e-40dd-9fb1-f1cd0a877e60,,,Cambodia_Carotid bruit,Cambodia_Carotid bruit,Carotid bruit,សំលេងmurmurនៅក,,,Question,Boolean,,,,,,,,,,,
8254d41c-c538-4bb2-87b4-2e8eecc7c50b,,,Cambodia_Jugular Venous Distention,Cambodia_Jugular Venous Distention,JVD,ជំងឺសសៃរវែនក,,,Misc,N/A,,,,,,,,,,,
32ff6e6a-3c7a-4b5f-9402-da24a12e394b,,,Cambodia_Jugular Venous Distention Normal,Cambodia_Jugular Venous Distention Normal,JVD normal,ជំងឺសសៃរវែនកធម្មតា,,,Misc,N/A,,,,,,,,,,,
8376be8b-446e-41a6-ad22-1c437bf8ccde,,,Cambodia_Murmur Systolic,Cambodia_Murmur Systolic,murmur systolic,សំលេងmurmur systolic,,,Misc,N/A,,,,,,,,,,,
a098dea7-eddc-4ae1-9569-0fc3a80bc0ce,,,Cambodia_Murmur Diastolic,Cambodia_Murmur Diastolic,murmur diastolic,សំលេងmurmur diastolic,,,Misc,N/A,,,,,,,,,,,
cd286d7b-53ba-44ed-8a31-d1f9defa93d9,,,Cambodia_Murmur Normal,Cambodia_Murmur Normal,murmur none,សំលេងគ្មានmurmur,,,Misc,N/A,,,,,,,,,,,
9161bb10-8544-41ba-9f6b-19c33dd46604,,,Cambodia_Clubbing or cyanosis,Cambodia_Clubbing or cyanosis,clubbing/cyanosis,ក្រចកកោងខប់/ស្វាយ,,,Misc,N/A,,,,,,,,,,,
6c45a0eb-7f19-4729-b588-e10dab1df98e,,,Cambodia_Edema,Cambodia_Edema,edema,ហើម,,,Misc,N/A,,,,,,,,,,,
8c225300-0064-4832-bcc3-54546f4b3dae,,,Cambodia_Edema Severity,Cambodia_Edema Severity,Severity of edema (0 to 5),កំលាំងនៃហើម(0-5),,,Misc,Numeric,,,,,,,,0,5,,
0064a35b-afe9-4545-a5d0-b326caf4160f,,,Cambodia_Bradycardia,Cambodia_Bradycardia,bradycardia,បេះដូងយឺត ,,,Misc,N/A,,,,,,,,,,,
b1abe362-4e16-475e-91d3-acba3cd0f98c,,,Cambodia_Tachycardia,Cambodia_Tachycardia,tachycardia,បេះដូងលឿន,,,Misc,N/A,,,,,,,,,,,
b4f65e83-72b9-44b5-9581-1db9a8a21a1d,,,Cambodia_Heartrate,Cambodia_Heartrate,Heartrate,ជីពចរ,,,Misc,Numeric,,,,,,60,90,10,500,,
b67ea5e6-bdc8-4706-8d38-402d466bf223,,,Cambodia_Abnormal pulses location,Cambodia_Abnormal pulses location,Describe location of abnormal pulses,រៀបរាប់ទីកន្លែងជីពចរមិនធម្មតា,,,Question,Text,,,,,,,,,,,
f42e05e2-d263-42de-83f5-3a0e2172cf58,,,Cambodia_Cardiovascular Exam Details and Other,Cambodia_Cardiovascular Exam Details and Other,Cardiovascular Details,លម្អិតឈាមបេះដូង,,,Question,Text,,,,,,,,,,,
1ab57d62-6523-4a45-8db8-0cfc48f4adc0,,,Cambodia_Cardiovascular Exam Abnormalities,Cambodia_Cardiovascular Exam Abnormalities,Cardiovascular Signs,សញ្ញាឈាមបេះដូង,,,Question,Coded,,Cambodia_Normal; Cambodia_Jugular Venous Distention; Cambodia_Jugular Venous Distention Normal; Cambodia_Murmur Systolic; Cambodia_Murmur Diastolic; Cambodia_Murmur Normal; Cambodia_Clubbing or cyanosis; Cambodia_Edema; Cambodia_Bradycardia;Cambodia_Tachycardia; ,,,,,,,,,
3277b7d0-c93e-4635-9b33-7df5f1bb23ce,,TRUE,Cambodia_Abdomen Exam,Cambodia_Abdomen Exam,Abdomen Exam,ពោះ,,,Question,Coded,,Cambodia_Normal; Cambodia_Abnormal; ,,,,,,,,,
36f0e847-d416-4678-b2a7-36a656cfaf5c,,,Cambodia_Bowel sounds,Cambodia_Bowel sounds,bowel sounds abnormal,សំលេងពោះវៀនមិនធម្មតា,,,Misc,N/A,,,,,,,,,,,
f4a4a976-3a6e-4868-b935-87dc8a344a92,,,Cambodia_Tenderness,Cambodia_Tenderness,tenderness,ឈឺ,,,Misc,N/A,,,,,,,,,,,
5bd9ad1b-c182-4338-8b22-010701a7c1b1,,,Cambodia_Mass,Cambodia_Mass,mass,មានដុំ,,,Misc,N/A,,,,,,,,,,,
d0768ebf-c77d-4450-9c8d-2869d451ff0f,,,Cambodia_Abdomen Exam Abnormalities,Cambodia_Abdomen Exam Abnormalities,Abdomen Signs,សញ្ញាពោះ,,,Question,Coded,,Cambodia_Normal; Cambodia_Bowel sounds; Cambodia_Tenderness; Cambodia_Mass; ,,,,,,,,,
a035f313-21b6-4a84-ad5d-4817adf83b06,,,Cambodia_Abdomen Exam Details,Cambodia_Abdomen Exam Details,Abdomen Details,លម្អិតពោះ,,,Question,Text,,,,,,,,,,,
da659c94-97c6-4c5e-91e5-40f0c1611e99,,TRUE,Cambodia_Flank and Back Exam,Cambodia_Flank and Back Exam,Flank/Back Exam,ខ្នង,,,Question,Coded,,Cambodia_Normal; Cambodia_Abnormal; ,,,,,,,,,
9bb87ecf-0fc6-4d1b-acc5-66441de21c90,,,Cambodia_Flank and Back Exam Abnormalities,Cambodia_Flank and Back Exam Abnormalities,FLANK/BACK Signs,សញ្ញាខ្នង,,,Question,Coded,,Cambodia_Normal; Cambodia_Tenderness; Cambodia_Mass;,,,,,,,,,
cbaaacc5-a070-4f25-95b1-acb788571658,,,Cambodia_Flank and Back Exam Details,Cambodia_Flank and Back Exam Details,Flank/Back Details,លម្អិតខ្នង,,,Question,Text,,,,,,,,,,,
be6ce7d4-4f5c-42db-ae9e-074dd81ca11a,,TRUE,Cambodia_Genitourinary Exam,Cambodia_Genitourinary Exam,GU Exam,ប្រព័ន្ធទឹកនោមនិងប្រព័ន្ធបន្តពូជ,,,Question,Coded,,Cambodia_Normal; Cambodia_Abnormal; ,,,,,,,,,
55a8fc15-0873-4ec2-beb7-5a7b849fbb59,,,Cambodia_Prostate abnormality,Cambodia_Prostate abnormality,prostate abnormality,ភាពមិនធម្មតាក្រពេញប្រូស្តាត,,,Misc,N/A,,,,,,,,,,,
5f14c917-9dd1-4c06-9104-1198e788df80,,,Cambodia_Rectum abnormality,Cambodia_Rectum abnormality,rectum abnormality,ភាពមិនធម្មតាវច្ចទ្វារ,,,Misc,N/A,,,,,,,,,,,
58bcb77c-452c-4dc8-849c-15616c982e3e,,,Cambodia_Urethral discharge,Cambodia_Urethral discharge,urethral discharge,ខ្ទុះក្នុងបង្ហូរនោម,,,Misc,N/A,,,,,,,,,,,
0bc148b6-04b1-4114-b9db-cb3003a0f759,,,Cambodia_Genital warts,Cambodia_Genital warts,genital warts,សិរមាន់,,,Misc,N/A,,,,,,,,,,,
4ed192c9-8822-4c49-91da-095dfdfbbcb8,,,Cambodia_Genital ulcer,Cambodia_Genital ulcer,genital ulcer,ដំបៅប្រដាប់បន្តពូជ,,,Misc,N/A,,,,,,,,,,,
1bf4eb34-b8c3-4441-b2f0-0581251d2709,,,Cambodia_Vulva abnormality,Cambodia_Vulva abnormality,vulva abnormality,ភាពមិនធម្មតាមាត់ស្បូន,,,Misc,N/A,,,,,,,,,,,
a5b4edd9-e2b4-4eae-9dc0-0f61607dcc49,,,Cambodia_Vagina abnormality,Cambodia_Vagina abnormality,vagina abnormality,ភាពមិនធម្មតាទ្វាមាស,,,Misc,N/A,,,,,,,,,,,
5a09789d-57be-43d8-9c15-608d059d59e8,,,Cambodia_Cervix abnormality,Cambodia_Cervix abnormality,cervix abnormality,ភាពមិនធម្មតាមាត់ស្បូន,,,Misc,N/A,,,,,,,,,,,
ebaeeeef-85b0-45f1-bf98-4bf31384c1db,,,Cambodia_Genitourinary Female Exam Abnormalities,Cambodia_Genitourinary Female Exam Abnormalities,GU Signs (F),សញ្ញាGU(ស្រី),,,Question,Coded,,Cambodia_Normal; Cambodia_Rectum abnormality; Cambodia_Urethral discharge; Cambodia_Genital warts; Cambodia_Genital ulcer; Cambodia_Vulva abnormality; Cambodia_Vagina abnormality; Cambodia_Vaginal Discharge; Cambodia_Cervix abnormality; ,,,,,,,,,
0902aef3-afa3-4162-8ba4-85a8ea4bcfd3,,,Cambodia_Genitourinary Male Exam Abnormalities,Cambodia_Genitourinary Male Exam Abnormalities,GU Signs (M),សញ្ញាGU(បុរស),,,Question,Coded,,Cambodia_Normal; Cambodia_Prostate abnormality; Cambodia_Rectum abnormality; Cambodia_Urethral discharge; ,,,,,,,,,
d1a3753a-97d8-4d9b-b0f8-b712fa0bb35e,,,Cambodia_Genitourinary Exam Details,Cambodia_Genitourinary Exam Details,GU Details,លម្អិតប្រព័ន្ធទឹកនោមនិងប្រព័ន្ធបន្តពូជ,,,Question,Text,,,,,,,,,,,
d2f26479-8481-4cb9-bd45-307bc17a2eea,,TRUE,Cambodia_Musculoskeletal and Neurological Exam,Cambodia_Musculoskeletal and Neurological Exam,Musculoskeletal/Neurological,សាច់ដុំ ឆ្អឹងនិង​ប្រព័ន្ធសសៃរប្រសាទ,,,Question,Coded,,Cambodia_Normal; Cambodia_Abnormal; ,,,,,,,,,
56f580ef-ed7f-46de-a9df-fea6f95b19fb,,,Cambodia_Marasmus/Kwashiorkor,Cambodia_Marasmus/Kwashiorkor,marasmus/kwashiorkor,កង្វះអាហារូបត្ថម្ភធ្ងន់ធ្ងរ(ម៉ារាស៍/ខ្វាស៊ីយូគ័រ,,,Misc,N/A,,,,,,,,,,,
244233ed-1fdb-4367-8f44-58b30afa34c0,,,Cambodia_Musculoskeletal Exam Abnormalities,Cambodia_Musculoskeletal Exam Abnormalities,Musculoskeletal Signs,សញ្ញាសាច់ដុំ ឆ្អឹង,,,Question,Coded,,Cambodia_Normal; Cambodia_Marasmus/Kwashiorkor,,,,,,,,,
86b07771-6ba3-4b5d-b378-86c62a3a0f8a,,,Cambodia_Muscle strength,Cambodia_Muscle strength,Muscle strength,ភាពខ្លាំងនៃសាច់ដុំ,,,Question,Numeric,,,,,,4,5,0,5,,
9bc61dfc-b3e6-4d5c-b3b2-050e18224d16,,,Cambodia_Abnormal muscle strength,Cambodia_Abnormal muscle strength,Abnormal muscle strength,សាច់ដុំ៥មិនធម្មតា,,,Abnormal,Boolean,,,,,,,,,,,
baf68c6b-5d22-4e41-82e6-a2b354bcd61a,,,Cambodia_Deep Tendon Reflex,Cambodia_Deep Tendon Reflex,Deep tendon reflex,សសៃរពួរជ្រៅ Reflex ,,,Question,Numeric,,,,,,1,3,0,5,,
946a7625-8dd5-4764-8557-2a33878ea013,,,Cambodia_Abnormal Deep Tendon Reflex,Cambodia_Abnormal Deep Tendon Reflex,Abnormal Deep Tendon Reflex,សសៃរពួរជ្រៅ Reflexមិនធម្មតា,,,Abnormal,Boolean,,,,,,,,,,,
a589f907-411a-43fb-bf47-3937cf41d754,,,Cambodia_Musculoskeletal and Neurological Exam Details,Cambodia_Musculoskeletal and Neurological Exam Details,Musculoskeletal/Neurological Details,លម្អិតសាច់ដុំ ឆ្អឹងនិង​ប្រព័ន្ធសសៃរប្រសាទ,,,Question,Text,,,,,,,,,,,
17528b27-30fe-496e-b4f2-61b4feb9c07d,,,Cambodia_Muscle Strength Set,Cambodia_Muscle Strength Set,Muscle Strength (0 to 5),ភាពខ្លាំងនៃសាច់ដុំ (0-5),,,Concept Details,N/A,,,Cambodia_Muscle strength; Cambodia_Abnormal muscle strength;,,,,,,,,
b83b34a6-c1de-4f1b-864c-810e504372ea,,,Cambodia_Deep Tendon Reflex Set,Cambodia_Deep Tendon Reflex Set,Deep Tendon Reflex (0 to 5),សសៃរពួរជ្រៅ Reflex (0-5),,,Concept Details,N/A,,,Cambodia_Deep Tendon Reflex; Cambodia_Abnormal Deep Tendon Reflex;,,,,,,,,
7096dd71-1b8a-49b7-9942-09fce4d42de3,,,Cambodia_Physical Exam Other,Cambodia_Physical Exam Other,PHYSICAL EXAM Details,លម្អិតរាងកាយ​ផ្សេងៗដែលរកឃើញ,,,Question,Text,,,,,,,,,,,
d1141b85-eac7-46c4-91f8-1a437f625338,,,Cambodia_Consultation Form,Cambodia_Consultation Form,Consultation,ការពិនិត្យរោគ,Consultation,,ConvSet,N/A,,,Cambodia_Chief Complaint; Cambodia_History of Present Illness; Cambodia_Complaint Desc common; Cambodia_Progress Note; Cambodia_Physical Exam Other; Cambodia_General Symptoms; Cambodia_Other General Symptoms; Cambodia_Skin Symptoms; Cambodia_Skin Exam Abnormalities; Cambodia_Skin Exam Details; Cambodia_HEENT Symptoms; Cambodia_Head Exam Abnormalities; Cambodia_Head Circumference; Cambodia_Neck Exam Abnormalities; Cambodia_Ears Exam Abnormalities; Cambodia_Eyes Exam Abnormalities; Cambodia_HEENT Exam Details and Other; Cambodia_Respiratory Symptoms; Cambodia_Chest and Lungs Exam Abnormalities; Cambodia_Chest and Lungs Exam Details; Cambodia_Cardiovascular Symptoms; Cambodia_Regular Rate and Rhythm; Cambodia_Carotid bruit; Cambodia_Cardiovascular Exam Abnormalities; Cambodia_Heartrate; Cambodia_Cardiovascular Exam Details and Other; Cambodia_Endocrine Symptoms; Cambodia_Other Endocrine Symptoms; Cambodia_Gastrointestinal Symptoms; Cambodia_Abdomen Exam Abnormalities; Cambodia_Abdomen Exam Details; Cambodia_Genitourinary Female Symptoms; Cambodia_Genitourinary Male Symptoms; Cambodia_Genitourinary Female Exam Abnormalities; Cambodia_Genitourinary Male Exam Abnormalities; Cambodia_Genitourinary Exam Details; Cambodia_Flank and Back Exam Abnormalities; Cambodia_Flank and Back Exam Details; Cambodia_Neurologic Symptoms; Cambodia_Musculoskeletal Symptoms; Cambodia_Musculoskeletal Exam Abnormalities; Cambodia_Muscle Strength Set; Cambodia_Deep Tendon Reflex Set; Cambodia_Musculoskeletal and Neurological Exam Details; Consultation Images;,,,,,,,,
511508c6-3386-4d79-a66d-405f2d725895,,,Cambodia_Consultation Form Offline,Cambodia_Consultation Form Offline,Consultation,ការពិនិត្យរោគ,Consultation,,ConvSet,N/A,,,Cambodia_Chief Complaint; Cambodia_History of Present Illness; Cambodia_Complaint Desc common; Cambodia_Progress Note; Cambodia_Physical Exam Other; Cambodia_General Symptoms; Cambodia_Other General Symptoms; Cambodia_Skin Symptoms; Cambodia_Skin Exam Abnormalities; Cambodia_Skin Exam Details; Cambodia_HEENT Symptoms; Cambodia_Head Exam Abnormalities; Cambodia_Head Circumference; Cambodia_Neck Exam Abnormalities; Cambodia_Ears Exam Abnormalities; Cambodia_Eyes Exam Abnormalities; Cambodia_HEENT Exam Details and Other; Cambodia_Respiratory Symptoms; Cambodia_Chest and Lungs Exam Abnormalities; Cambodia_Chest and Lungs Exam Details; Cambodia_Cardiovascular Symptoms; Cambodia_Regular Rate and Rhythm; Cambodia_Carotid bruit; Cambodia_Cardiovascular Exam Abnormalities; Cambodia_Heartrate; Cambodia_Cardiovascular Exam Details and Other; Cambodia_Endocrine Symptoms; Cambodia_Other Endocrine Symptoms; Cambodia_Gastrointestinal Symptoms; Cambodia_Abdomen Exam Abnormalities; Cambodia_Abdomen Exam Details; Cambodia_Genitourinary Female Symptoms; Cambodia_Genitourinary Male Symptoms; Cambodia_Genitourinary Female Exam Abnormalities; Cambodia_Genitourinary Male Exam Abnormalities; Cambodia_Genitourinary Exam Details; Cambodia_Flank and Back Exam Abnormalities; Cambodia_Flank and Back Exam Details; Cambodia_Neurologic Symptoms; Cambodia_Musculoskeletal Symptoms; Cambodia_Musculoskeletal Exam Abnormalities; Cambodia_Muscle Strength Set; Cambodia_Deep Tendon Reflex Set; Cambodia_Musculoskeletal and Neurological Exam Details; ,,,,,,,,
